id,media_id,bidder,amount_raw,amount_eth,currency,timestamp,tx_hash
4744-0x44087c57add67bf4672dd6702869dcf4b97ad850,4744,0x44087c57add67bf4672dd6702869dcf4b97ad850,5000000,5.0,USDC,2021-12-25 10:45:04,0xfb5b5b0e4701bf448282b1d5e58d4e13662a3f330ca12ffc015581cbade2cdc7
3289-0x8ccf4f26c11aad085e356a6f6d46a09ec18b1e0c,3289,0x8ccf4f26c11aad085e356a6f6d46a09ec18b1e0c,1000000000000000000,1.0,DAI,2021-12-19 11:53:43,0x353a3bfb57b3bf03a480b95e5292dea0b9d2b82acc52e3baf4849bd4ce780827
3538-0x896002e29fe4cda28a3ae139b0bf7bac26b33a8c,3538,0x896002e29fe4cda28a3ae139b0bf7bac26b33a8c,20000000000000000000,20.0,DAI,2021-12-16 14:15:51,0xdabef24f826399217b03a1d1ae7b45bc155a88c5afc5f9be1713e85e6e3cd196
3918-0xc6198d5e17bdb199e1161e8a0dfaae54fec30d74,3918,0xc6198d5e17bdb199e1161e8a0dfaae54fec30d74,100000000000000000000,100.0,DAI,2021-12-16 03:51:02,0x15fc7c74f693e8490533f6c21616806deb7694471c85cd9824f66195da76664b
3289-0x1be4c4ab1693920a0f652841b8cc91b579e54f39,3289,0x1be4c4ab1693920a0f652841b8cc91b579e54f39,1200000000000000000,1.2,DAI,2021-12-13 03:40:45,0x5f77c14399c680453a3be9ce929391c8d4418611b390b335697c3813730374fc
6623-0x434e8ddc3eaffc12254011a3f5538150c2a193aa,6623,0x434e8ddc3eaffc12254011a3f5538150c2a193aa,113510000,113.51,USDC,2021-12-12 10:43:33,0x4e35dd0596ba3b8c2a202a9a822b68ea06a0debce25954044dd66a8045fc55d2
3839-0xc3fb161dfcdecb82c0e6c557a83470a9f3324b22,3839,0xc3fb161dfcdecb82c0e6c557a83470a9f3324b22,200000000000000000,0.2,ENS,2021-12-12 08:21:19,0xec977115e167606659de5d314f137eee143d9767be264e6c80fcbf6c52445092
3725-0x6184c097eaae6c920f51572a6fd1d22e1f36180d,3725,0x6184c097eaae6c920f51572a6fd1d22e1f36180d,50000000000000000000,50.0,DAI,2021-12-12 07:10:53,0x84cb117ab549b7d995a22915abde22d04f1cb04dbf4c2a39c10955aca9fceeaf
6599-0x79dd2b35679c0d971a83d90d6373e8c84e7d46b3,6599,0x79dd2b35679c0d971a83d90d6373e8c84e7d46b3,5000000000000000000,5.0,DAI,2021-12-11 11:19:24,0xca80bc99394883905274593b0f67f27e2dd81a6ef25c5735e97b37bc85f4cd32
3289-0x2764a735b32b1df4287fb5d7b556f8004d82abb0,3289,0x2764a735b32b1df4287fb5d7b556f8004d82abb0,1000000,1.0,USDC,2021-12-11 10:38:00,0x73d630bd72f64e852bbdc56ae46b920510747cef7c20938c2a80c48ec5b0da43
3993-0x41621b9f75d37166d5efd94f33750cf464a7a7ee,3993,0x41621b9f75d37166d5efd94f33750cf464a7a7ee,55000000,55.0,USDC,2021-12-11 08:51:08,0xc142f762f88174f41d64e1490b702b725de35a3275e024d1d18885bc16377d6c
3839-0xfb608925b269dfe1758dbbc968bd4a9a6edd4b50,3839,0xfb608925b269dfe1758dbbc968bd4a9a6edd4b50,7000000,7.0,USDC,2021-12-10 10:40:34,0x668504b6352621c055347a6d1f6d8af698e5acbabe2f7d5fe168a6a2a5f0b0a8
3839-0x310c58a54a13a4975ba5d27530ea8a8ff6f2fca5,3839,0x310c58a54a13a4975ba5d27530ea8a8ff6f2fca5,200000000000000,0.0002,WETH,2021-12-10 06:40:02,0xe906c75ef2add7622146e16d5847b3eceeb7c39c1840a2cd5252c30de7e33dfe
4841-0x54130cb1e75e5c0ab77601ce06b87cf5cfec551f,4841,0x54130cb1e75e5c0ab77601ce06b87cf5cfec551f,140000000000000000,0.14,WETH,2021-12-08 02:39:13,0x39844eddc2c41e31dacd7c88016ecc7bd8574fc64a4c2f7902750f76969f8b54
6240-0xc1d1a314f45c130c77e3fb67f8569362017e954f,6240,0xc1d1a314f45c130c77e3fb67f8569362017e954f,200000000000000000,0.2,WETH,2021-12-07 06:10:49,0xb002992044dc048579b688fb850d5d722785b16b2949a75b69644b3489b6c0cd
3709-0xb24a66a3779c877ad8417cf253e5f2f163c238be,3709,0xb24a66a3779c877ad8417cf253e5f2f163c238be,2000000000000000,0.002,WETH,2021-12-06 14:13:29,0x9b7376be6e7269770d43633609da62c4acd3578f28d382e7ea18d7ae16d19641
4762-0x937b742a057eee2e5fe3cad18026149a08b9f7a3,4762,0x937b742a057eee2e5fe3cad18026149a08b9f7a3,1500000,1.5,USDC,2021-12-02 15:28:12,0x01a6273d00dc74ddeb1e4e5fd5b9bc1e0c8e396777397f20bb5a2304ead39dbd
3763-0x328809a567b87b6123462c3062e8438bbb75c1c5,3763,0x328809a567b87b6123462c3062e8438bbb75c1c5,60000000000000000,0.06,WETH,2021-11-29 04:01:11,0xd37ab722e39a481ecbe14ca0c4aa03f890c1784aac0dcd64d6755b21fc41f30f
4601-0x328809a567b87b6123462c3062e8438bbb75c1c5,4601,0x328809a567b87b6123462c3062e8438bbb75c1c5,20000000000000000,0.02,WETH,2021-11-29 03:58:31,0x2e94b0a54a95bc20f4acb4b8c970e636b5278cc58ea7cb0adb63f8478316a3cc
4601-0xd82fc5e578ab7ea3038686f489da73725666bd7e,4601,0xd82fc5e578ab7ea3038686f489da73725666bd7e,1000000,1.0,USDC,2021-11-28 11:59:41,0x10fb7af45baf08c8617fc48f34b38206d64d011768b9af2b97ab7e1c66f54752
3897-0x5ebe6914e5457ab8e16457cdb4277254ba6fc122,3897,0x5ebe6914e5457ab8e16457cdb4277254ba6fc122,100000000000000000,0.1,ENS,2021-11-28 11:51:06,0xc577450cfad6ec2dce0eb910a8b2ee1527833c93769110d22fa8ef17683be3b3
3798-0x0dc01a72c25763eace7a9d0f86cb74d8476082c2,3798,0x0dc01a72c25763eace7a9d0f86cb74d8476082c2,5000000000000000000,5.0,DAI,2021-11-28 06:10:50,0x67742a9f568f5bd76fe20c75e41970293f4930c4a14426e0ad38c962367216b1
3709-0x1982ac6974d8722779120204036b1b951d551bd6,3709,0x1982ac6974d8722779120204036b1b951d551bd6,300000000000000,0.0003,WETH,2021-11-27 22:29:48,0xee8f716de06e466b81a2c3907016ca6c68ec8caad9899ae42edb87878b207e45
6338-0x53012d537972c6ea21ea4fddb3a97f49e21f0a14,6338,0x53012d537972c6ea21ea4fddb3a97f49e21f0a14,1000000,1.0,USDC,2021-11-25 15:34:53,0xed7fef36291f3ad8d6fb3fcc2fe92396e401ddb814f59abef16bbfe9346e42ef
3289-0x1ff1a3f746d5bdbff47c487ac8dd32fa44de52ea,3289,0x1ff1a3f746d5bdbff47c487ac8dd32fa44de52ea,4000000000000000000,4.0,DAI,2021-11-24 11:55:20,0x4313d4847b3da0f7f7a1a823e2fa18619ebee07a8485de1691f6069fa4b0ce2a
5693-0x4ca58d8c7635e1f555aaa1bc522e4b9be477a0ed,5693,0x4ca58d8c7635e1f555aaa1bc522e4b9be477a0ed,600000000000000,0.0006,WETH,2021-11-23 09:08:11,0x0bb0a738075ba11760b7878c697f505674b71628e1f590f43e57caf1aaa2bf05
3724-0x373cd5ac87e472ddbc2a044fb9e20d9fa36a5fdd,3724,0x373cd5ac87e472ddbc2a044fb9e20d9fa36a5fdd,10000000000000000,0.01,WETH,2021-11-22 18:33:31,0x834127ad46eebac354fedf60019e9627797b950660d0c0e2f30f95d25a2e94ff
5693-0xaf88097460d0ba2a99c04deb30e05ff21e0dd246,5693,0xaf88097460d0ba2a99c04deb30e05ff21e0dd246,50000000000000000000,50.0,DAI,2021-11-21 11:59:42,0xa5a9783334610914cc215f84c07c13d5a7f9e800a7f0e2754f4bd9326a636d00
4913-0xdece737ba8e9d72432adac9c0e09c9cfde20fd98,4913,0xdece737ba8e9d72432adac9c0e09c9cfde20fd98,40000000,40.0,USDC,2021-11-21 09:04:09,0xfeee10202cc26fccd30b84a75242c838e0491fa91c5ef39645ca90d568bce679
3613-0xed76d0f519f6f23e72f164df9e8aa41eb402f400,3613,0xed76d0f519f6f23e72f164df9e8aa41eb402f400,1000000,1.0,USDC,2021-11-21 08:11:14,0x9210489242c295d4b349863fdf4f55f5ff0b918f59b9d23e013c31b2823b6cde
1474-0xe167b98cdc68104154091381e138b65919b416c9,1474,0xe167b98cdc68104154091381e138b65919b416c9,80000000000000000,0.08,WETH,2021-11-21 07:21:52,0x28a09a92590496b6c7d3a86d8c5e04c50c8c30b38a3ba1ecff7cc727a90bb1f2
3724-0x952c23f8f067a5e7e165ff0e42491f51d87dbc95,3724,0x952c23f8f067a5e7e165ff0e42491f51d87dbc95,111000000,111.0,USDC,2021-11-21 07:05:23,0x3962eed62c46b3f23361596f454f9ff18ec89741a4148c44540b33b6791f49e5
3724-0x5acfbbf0aa370f232e341bc0b1a40e996c960e07,3724,0x5acfbbf0aa370f232e341bc0b1a40e996c960e07,888000000,888.0,USDC,2021-11-18 02:22:22,0xc42eb5912c0386fb79f9f320c3c3b9cc1391742765badc74702c0255721e9e78
4692-0x32e1ce180dffb8a8e67c1c10bf91ed1617329f61,4692,0x32e1ce180dffb8a8e67c1c10bf91ed1617329f61,10000000000000000,0.01,WETH,2021-11-17 08:44:12,0x7c73561571b9a17ce859e5cd5190a0d3389d64fd1620883e1cedd0823a62c204
6076-0x65bc567290b4ed1175ac21a399f7bc01d66ef03f,6076,0x65bc567290b4ed1175ac21a399f7bc01d66ef03f,2000000000000000,0.002,WETH,2021-11-17 07:15:19,0x98a8c1887a0fa3973b4e755b8a85b58e9ec163e7859251d2aad0899bca7e9f38
3709-0x37dca28346c6c44d3eaa6b7808c4275610aea5be,3709,0x37dca28346c6c44d3eaa6b7808c4275610aea5be,150000000000000,0.00015,WETH,2021-11-15 21:26:32,0x0efdb6926418488041595fde5c46c59d3449dc72e2da939df7715b24f13e48ba
4744-0xc7f4cdb175b1885e95b8f49ccbbd3f929ab7d1ba,4744,0xc7f4cdb175b1885e95b8f49ccbbd3f929ab7d1ba,15000000000000000000,15.0,DAI,2021-11-14 14:28:35,0xc72b9b290a08d17d08a8061cf96ec53bd848be2c71d26895c9216a5b9c1b48df
3289-0x645f38c7110c83bd3aff6caef471a90e245a7b85,3289,0x645f38c7110c83bd3aff6caef471a90e245a7b85,500000000000000,0.0005,WETH,2021-11-14 13:29:30,0xe9f7159e3ccb177f67cb8c3c37ac60a280b5b244d653c71f57069d83a2183e52
6122-0x2b089ae37798591fa7a871aafc06d6256f5dd1e9,6122,0x2b089ae37798591fa7a871aafc06d6256f5dd1e9,1000000000,1000.0,USDC,2021-11-12 22:00:48,0xe36c21ca734448bae12956c757933c579da598446faf33acfb80275c71c4039e
5723-0xb6cbb38c354cece1e2e1a0fcf0926948ce3dc815,5723,0xb6cbb38c354cece1e2e1a0fcf0926948ce3dc815,9000000000000000000,9.0,DAI,2021-11-11 16:19:00,0x30e9a7349c3e464ba8a4449ca0080a9c84a0ebd901fd86f1f2cfb8e0491af48d
6097-0x970668ec67fa074aed4aea7727543904b22ee53f,6097,0x970668ec67fa074aed4aea7727543904b22ee53f,69000000000000000,0.069,WETH,2021-11-11 09:52:57,0xe300127d73d4db42debbe1d00a7b1186c1941a69eeb906b15e918f85e20ec708
4279-0x080914e9735e886988067c5603129bfe455df149,4279,0x080914e9735e886988067c5603129bfe455df149,40000000000000000,0.04,WETH,2021-11-11 08:03:14,0x34008cf47b4b078f9582b0f97be5d4b44dfdc941bb22c8dd199afc16448f40c7
5723-0x7390927dc26426e848bcbf1d61c06f656c27ef3b,5723,0x7390927dc26426e848bcbf1d61c06f656c27ef3b,1200000000000000,0.0012,WETH,2021-11-11 07:52:46,0x67360cc3edd35e3a5cc124a27e09ac65d1fbe58217aca45791c769e7fead17a9
5723-0x76168f32a01e84dfc3477cae02e095c8bfdfd4a8,5723,0x76168f32a01e84dfc3477cae02e095c8bfdfd4a8,2000000000000000,0.002,WETH,2021-11-11 06:36:52,0xe87fd9545a38a99a8a7d8b5f24a2078ec05033108dffe4599513f1fd93b83e0a
4873-0x1c93e14105e49671c5953d64953b7e0e264f8523,4873,0x1c93e14105e49671c5953d64953b7e0e264f8523,19000000,19.0,USDC,2021-11-11 04:25:59,0x6a9de8937cafe18f26a044a62a370f95170cc4476cc9d54f37b7738f881f9e25
6075-0x4a6cb72561623271a84490191f2429ebb611dd51,6075,0x4a6cb72561623271a84490191f2429ebb611dd51,100000000000000000,0.1,WETH,2021-11-10 10:14:07,0x3c3c6e689f8bdea23d05e1ddfd2f1dbf1cfe95fc9fb6eddd06fccfc33a49fb73
4224-0xee77a3e528ae9191ea414e931bb8289ec1513c10,4224,0xee77a3e528ae9191ea414e931bb8289ec1513c10,200000000000000000,0.2,WETH,2021-11-08 20:15:18,0x8c217a75f889915655fc493cafd0473a7d828edc6af4d4bb0c45aba3792e0d72
3673-0x1801d57c645626fa38c0c21934273296ba7f5573,3673,0x1801d57c645626fa38c0c21934273296ba7f5573,259000000,259.0,USDC,2021-11-08 04:03:47,0xac284b07fa0b98634e6125eaa88dd7f57e99e9d2a9c3327d214b9ccaa6f2922d
3839-0x1d86d6f4dc8e179671a49b1246d83e5affe44935,3839,0x1d86d6f4dc8e179671a49b1246d83e5affe44935,1300000,1.3,USDC,2021-11-06 07:03:05,0xc476ba4bdbf1666645c0d619f8f137c77d6c19bc7d02ce4acb749f7cf77f2efb
2604-0x7310e238f2260ff111a941059b023b3ebcf2d54e,2604,0x7310e238f2260ff111a941059b023b3ebcf2d54e,1500000000000000000,1.5,WETH,2021-10-30 23:22:04,0x8b981b5879bf124a24d64d65112e4516470d631c4855d3de39f48646642e3488
2604-0xefbd317ee1a1f1e2f04c57124cdd651f2fbd640a,2604,0xefbd317ee1a1f1e2f04c57124cdd651f2fbd640a,500000000000000,0.0005,WETH,2021-10-26 22:53:35,0x85bf4508c350dfc57de84f845e08199d3b3adc4db98d2dba339b32dd7724a8a1
5887-0x8d138c01765483cb79d787ce5933f609cbfdabcf,5887,0x8d138c01765483cb79d787ce5933f609cbfdabcf,133700000000000000,0.1337,WETH,2021-10-25 16:58:20,0x423ac8f96303790acfb11b95bb2ec41bc5fb2aebdd71ebffc159d01a5d1e7009
3709-0x85999719e2fd9608a9cca9f7b66c154979a26285,3709,0x85999719e2fd9608a9cca9f7b66c154979a26285,1278000000000000000,1.278,DAI,2021-10-24 03:35:48,0xf01006dea6c40e87c2050999b9204b18f791dc7f875f820d40b08373f751fdc3
3952-0x2780d2cdee58a6785ccba86108e1438c233b1060,3952,0x2780d2cdee58a6785ccba86108e1438c233b1060,1320000000000000000,1.32,DAI,2021-10-24 03:26:08,0xf630c5ce2d7d7d9ff6c22ef7b4abbb77ec5019050c1e3b3337cd258583248eeb
3948-0xa1ec119de012801585170980973bc3b7900f974e,3948,0xa1ec119de012801585170980973bc3b7900f974e,1600000000000000000,1.6,DAI,2021-10-24 03:19:11,0x2a61a6ecaa6ee8aae868e71734a5445d55f839c6a707e7da8baa8055241ff56f
3538-0xf10cec0532d8ddccc78d82b5c733008b5275abb4,3538,0xf10cec0532d8ddccc78d82b5c733008b5275abb4,1370000000000000000,1.37,DAI,2021-10-24 03:10:56,0x1e11eefd0fa7d21d0656af50b8ae985d3413bdbb7c9b99dc39753c0bceffd2bb
4762-0x143c6f41bf83f1bdf237b09a1595b8569ce7605f,4762,0x143c6f41bf83f1bdf237b09a1595b8569ce7605f,1210000000000000000,1.21,DAI,2021-10-24 03:06:58,0x9d85d68185b51c83899988ffea1c3d0481f604eacb503f250fa17c03cbb687a3
3789-0x154175029be93cebce0e8ba2b9c385eed01d8d3a,3789,0x154175029be93cebce0e8ba2b9c385eed01d8d3a,1210000000000000000,1.21,DAI,2021-10-23 11:00:15,0xd6a1d2d610612895a7866fd28268be7c41003ddc6bf2d526c1cf23057ff3ed23
3790-0xe1ec8c4a0957ae1f3be97188be7e505261e17db0,3790,0xe1ec8c4a0957ae1f3be97188be7e505261e17db0,1500000000000000000,1.5,DAI,2021-10-23 10:50:58,0x45e721ac45cfb0f960e4ea07fae64cc3f49499ef724b31506484fb9426b75715
3798-0x273889e41315359a5f814eea781430ff5d6c294f,3798,0x273889e41315359a5f814eea781430ff5d6c294f,1399000000000000000,1.399,DAI,2021-10-23 10:43:50,0xb681b76bea0dd82f774b2c88550ec5cb83cb2d3468cbd80292d1dbd9801697d2
4873-0x692fdf70c55c81babd5b5cd8c36ac43902f1b729,4873,0x692fdf70c55c81babd5b5cd8c36ac43902f1b729,1330000000000000000,1.33,DAI,2021-10-23 10:40:27,0xc7d99364e0ab088731f62821e9ec685a5068cb1df527a78524cb1560efe7ecf0
3839-0xacbb1e5baa59c96008d7471a4e03754f1dca7943,3839,0xacbb1e5baa59c96008d7471a4e03754f1dca7943,1266000000000000000,1.266,DAI,2021-10-23 10:29:41,0x946b9478f3f88bb1fa09e79ccac049c9985bcb3592749c80b05f319619a7464b
3794-0xa188774eb8eb13014df24fb9cdfb388e4adfad1c,3794,0xa188774eb8eb13014df24fb9cdfb388e4adfad1c,1380000000000000000,1.38,DAI,2021-10-23 10:18:22,0x9214c2d293326c0fa7cea69e1d659cb9c399f0ba5ac7091b85c661514581810d
3690-0xb21cacdc28dc2b2f9ceb30aa98fbcf846f3e1021,3690,0xb21cacdc28dc2b2f9ceb30aa98fbcf846f3e1021,1300000000000000000,1.3,DAI,2021-10-23 10:12:18,0xad77fb5dc7e960e9e9da1224df57e073d5449eac9effb5a192a56351133f3458
4744-0x536cae8d270ce0c58716dbb603c86890ec54d79c,4744,0x536cae8d270ce0c58716dbb603c86890ec54d79c,1200000000000000000,1.2,DAI,2021-10-23 10:08:22,0x9942d1cdae56d2388ce9e382b1785241f274acedb857c51fb54522199e1924b9
3799-0x5c3f9ed5635a822ac560dc9371eb08aa87460738,3799,0x5c3f9ed5635a822ac560dc9371eb08aa87460738,1112000000000000000,1.112,DAI,2021-10-23 06:12:02,0xaf856262225ac64ed6a7ec5054e677abb58ced067a9916bd876def51e99a3a27
3767-0x605120a28ae4a217e5bcd2a75750c009869fa461,3767,0x605120a28ae4a217e5bcd2a75750c009869fa461,1120000000000000000,1.12,DAI,2021-10-23 06:01:38,0xc00268dbda9c5fbae4a2493a085508fd9eea01e11c1c07f29b4deb53bb1de7e6
3289-0x91d998af6b271bbfc3921e8dd9c265741f075844,3289,0x91d998af6b271bbfc3921e8dd9c265741f075844,1000000000000000000,1.0,DAI,2021-10-23 05:52:26,0xd048f6d7d94a9467fe983693605a73ae2a175097e074367eef72d2bfc4cf29b0
5670-0x408efb575cfa44f3fb64bc97d0f401d56e167657,5670,0x408efb575cfa44f3fb64bc97d0f401d56e167657,3500000000000000000,3.5,WETH,2021-10-22 19:55:05,0x5ad536b857f2739988c2d9c5d0cb206513512278cf9eed37f0fc1d6d56714ac1
5798-0xe7925d190aea9279400cd9a005e33ceb9389cc2b,5798,0xe7925d190aea9279400cd9a005e33ceb9389cc2b,6942000000000000000,6.942,WETH,2021-10-22 16:09:41,0x1d75bb115a9baf17921df459d452b7235d8761a1ecdea60d78c14d0dbeba7d73
5659-0x3bec9900ed639267bba8c301aeabc7a390cc5262,5659,0x3bec9900ed639267bba8c301aeabc7a390cc5262,90000000000000000,0.09,WETH,2021-10-22 04:11:40,0xd4fd4568ce99ae6860eacfc48b2ac2b879a5d1a51ee297e1bfd4fdd0fc665c87
2280-0xeb54d707252ee9e26e6a4073680bf71154ce7ab5,2280,0xeb54d707252ee9e26e6a4073680bf71154ce7ab5,40000000000000000,0.04,SOCKS,2021-10-21 07:15:29,0xb2f45c0df42cc38a14686e74369b6004041bcc86d152c7f8680bf4a19e2cbfc1
3661-0xc912e55e813753f91f96054eacf4e342a6061f1a,3661,0xc912e55e813753f91f96054eacf4e342a6061f1a,50000000000000000,0.05,WETH,2021-10-21 06:42:08,0x202b9e2149816f05a34a36317a530efd0466791988e3bd925cc3a06264471536
3690-0x2b5b7a3b4d6811d95868b4a8a6b03fa0430a9427,3690,0x2b5b7a3b4d6811d95868b4a8a6b03fa0430a9427,500000000000000,0.0005,WETH,2021-10-21 04:42:17,0xcbbf5b34a6f7223bcf33c6749d3ba12899d0b43838567fd58356ba61c707922e
2169-0x0bdfb22483af656df32e2574d4ee34c8562c3a10,2169,0x0bdfb22483af656df32e2574d4ee34c8562c3a10,1000000000000000000,1.0,DAI,2021-10-20 10:45:59,0xeb98eeea46892322360ca65193acfe73da14e65279ca5054ec3e97c175677094
4744-0x7f64ce768e8ee3936ad052c08de3717211204dfe,4744,0x7f64ce768e8ee3936ad052c08de3717211204dfe,10000000000000000,0.01,WETH,2021-10-20 03:55:43,0xa4be13eaac761859ea115de9a4b46b3030363849b934adbe7bf4ad7b8c68a5a8
2597-0x99066c5fa8f44eef3fcdee1811fcd90c2d45ddf5,2597,0x99066c5fa8f44eef3fcdee1811fcd90c2d45ddf5,50000000000000000,0.05,WETH,2021-10-20 03:45:44,0x0c1bb978d76825b5c19fc63f7f57caf766501f0b919cfb5d3ca3f4ae2cd64a84
4744-0xc09378d1e0555084dac53c0a68b61fed71aec1a7,4744,0xc09378d1e0555084dac53c0a68b61fed71aec1a7,250000000000000,0.00025,WETH,2021-10-20 00:25:55,0xb6b6e5f28dce6af9bb39273bc6984c1de3c6337cb8936c1ee4652e1b341b44ce
4744-0xb8b60f119feedf8c910846e00c72a7bf94a2d734,4744,0xb8b60f119feedf8c910846e00c72a7bf94a2d734,250000000000000,0.00025,WETH,2021-10-20 00:17:10,0xafdfa271e43af3f49bc6ec5007633f510800d5b369238dab8cef3267802d4620
5690-0xdb339999c2d1c17f57990741e4df9d897210041d,5690,0xdb339999c2d1c17f57990741e4df9d897210041d,74000000000000000000,74.0,DAI,2021-10-19 07:09:44,0x0cd25264cc43f676128b765026686e1acc52cc851bcb30fc37fc884a326fa838
4873-0x438e1879c38b92e235e9791e13972d6c742c7038,4873,0x438e1879c38b92e235e9791e13972d6c742c7038,10000000000000000,0.01,WETH,2021-10-18 23:22:07,0x766c373ee22bde848d98bcc4a033e546e5a1bc3f8408f7c8994c3a6e6db0d689
5690-0x0b0b5c077db6a3c2494e5f156761c7f75b7c6f0a,5690,0x0b0b5c077db6a3c2494e5f156761c7f75b7c6f0a,70000000000000000000,70.0,DAI,2021-10-18 11:03:29,0xed4ef980f87b26339935bda88b7b6e16497ce35404a27509c72eea0882a12064
4873-0x859da71b23337171b863e02c503c3c61bbc74c6a,4873,0x859da71b23337171b863e02c503c3c61bbc74c6a,200000000000000000,0.2,DAI,2021-10-18 08:46:31,0x09aa8f302e5ee44715a3e30306bd220a2922a562f0ec358b005309bbd7fa005a
3303-0x87b675e9219a3b870df51449268b8c8c2241bf0c,3303,0x87b675e9219a3b870df51449268b8c8c2241bf0c,4000000000000000000,4.0,DAI,2021-10-17 15:32:24,0xaccf0d61b5267b30cd636b30bc39c74c1e4b67dde8795ec95cb590ff867cee69
3767-0x00d278f3163bf68e67b2eb05ef209e6f28bc7924,3767,0x00d278f3163bf68e67b2eb05ef209e6f28bc7924,200000000000000000,0.2,DAI,2021-10-17 14:19:30,0x75f7d8cf6bd48fc474f0479e9c574c98dbd5ba0742c95ed67248d87c88239ecc
5690-0xc3472eca2d69cb3c1f6b960351554f12e594e1f5,5690,0xc3472eca2d69cb3c1f6b960351554f12e594e1f5,31320000000000000000,31.32,DAI,2021-10-17 06:48:24,0x3a142ba75935dc1bfe197dad71c535905a6591e7635219f7c5ab0e596408d2bd
5580-0x81625441bdb1fe392489a2749f35c33314c52a9f,5580,0x81625441bdb1fe392489a2749f35c33314c52a9f,23000000000000000000,23.0,DAI,2021-10-17 06:04:43,0xf83e656050bd22d95c8f9b06795b4cc2768b07ed065bbdc88201d2b31869639b
5580-0x13933b48dcef99eb192db306ed92af8bf4a48f88,5580,0x13933b48dcef99eb192db306ed92af8bf4a48f88,8000000000000000,0.008,DAI,2021-10-17 05:19:17,0xc8dd84833dccef39b8ce7f57c6a013abdd5e04e646f5f4baa8bcd9d29d3487b8
4102-0x1b98b121240f2a1d8cecbb2d86eb616c443a8dc2,4102,0x1b98b121240f2a1d8cecbb2d86eb616c443a8dc2,15000000000000000,0.015,WETH,2021-10-17 01:17:10,0x1e5e8991efbef5da1929f42f9cc966321f616ea6e8926c1a98502967339bd1d7
3920-0x3d51d50354c22b24541daa30b0b711d2fb556fa1,3920,0x3d51d50354c22b24541daa30b0b711d2fb556fa1,13000000000000000000,13.0,DAI,2021-10-16 17:04:02,0xa0f5516b944c695831b516db1a29fd21fad473aab88014dece4f01fffcd3ab98
5338-0x882e7ec56738dd1b0a233d9c1eb6201fbaa45072,5338,0x882e7ec56738dd1b0a233d9c1eb6201fbaa45072,12000000000000000000,12.0,DAI,2021-10-16 16:17:19,0x3e9c7a86d85fb583072fa39b7024d5a5bb640cd7773c397f863a74f186e8a3ff
3289-0xb6c7b94815fbe2ba1de3a98c0d3fcca3dee3c99b,3289,0xb6c7b94815fbe2ba1de3a98c0d3fcca3dee3c99b,11000000000000000000,11.0,DAI,2021-10-16 13:56:43,0x496f8474dd0044fa612bae085aaaa5ee5d0d971c22048bd5f61e0a50d0644a01
5580-0xca4f2ba6e41f8c4c3848cc1d94ad00ab28cd939d,5580,0xca4f2ba6e41f8c4c3848cc1d94ad00ab28cd939d,12100000000000000000,12.1,DAI,2021-10-16 12:46:10,0xcaf3814e6575a8297854a355c6dd72a928c07488f98b8819aa4eb3fc6c46e0a6
4744-0xc0dbdabef0250d4c712ffa189377a57e91562711,4744,0xc0dbdabef0250d4c712ffa189377a57e91562711,3900000000000000000,3.9,DAI,2021-10-16 06:46:11,0x5cbf6f2cadec83097bf67c63fad37f55162f98ce7d1b7397f27ac8bffe6d6809
3920-0x659db7f3ea1801dde55259fccbb1e8608f8ebdef,3920,0x659db7f3ea1801dde55259fccbb1e8608f8ebdef,10000000000000000,0.01,WETH,2021-10-16 03:41:35,0x1456719c628206ca6540b95ae6f968914e9597f67dbd0c3bc56acd1ac7bc13b7
5615-0x71dcb9fef6f38cbb2613d1e3096b64e7766ad535,5615,0x71dcb9fef6f38cbb2613d1e3096b64e7766ad535,50000000000000000,0.05,WETH,2021-10-13 21:24:25,0xe85ccffe47baff817e5bfcea823e76a8c5cb587ff73cbbd642f0c0f12831b330
4744-0x01af86cd3fa63f8b04b8ba7df0494a77c01c473f,4744,0x01af86cd3fa63f8b04b8ba7df0494a77c01c473f,30000000000000000,0.03,DAI,2021-10-13 09:29:00,0x18f9fa0719f51be5719707455e53a014c6003270b8c4e46e44c9bfc30971cf5e
3289-0x78c0a25ccc21604b3d117100de7c9523f53236c7,3289,0x78c0a25ccc21604b3d117100de7c9523f53236c7,1100000000000000000,1.1,DAI,2021-10-13 01:16:52,0xde7102901ffe2009ab308dbfde5430f9b2ca23970866d03a04a740111b889d85
5592-0x32802f989b4348a51dd0e61d23b78be1a0543469,5592,0x32802f989b4348a51dd0e61d23b78be1a0543469,6900000000000000000,6.9,FWB,2021-10-12 21:32:44,0x8bba235c5ab248759701a70d5d2c19e17bbdf655bcdc932d7a4cebc18a3e870b
3918-0x9259e757cae26c0c836ffac46a0ec5114891e86b,3918,0x9259e757cae26c0c836ffac46a0ec5114891e86b,30000000000000000,0.03,WETH,2021-10-12 17:32:17,0x977dbc243be2f3187984f130c368905fa1164be67f42d62e70869ad7726ec0d3
5592-0xf0a72469853db74bec02301333f29780285b863d,5592,0xf0a72469853db74bec02301333f29780285b863d,420420000000000000000000,420420.0,LAMP,2021-10-12 16:52:18,0x4a5b28e3a5d64975e135596401356cb17413de5286aa5525358edb48c199c105
